LOCATION,Country,Measure,Frequency,TIME,Unit Code,Value
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,30701.4
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,31147.7
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,31366.9
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,31746.3
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,31809.9
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,31703.8
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,28905.7
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,33484.3
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,33786.2
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,34321.8
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,34685.3
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,35170
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,35762.3
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,36441.6
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,36838.8
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,37291.3
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,35910.9
PRT,Portugal,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,30682
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,41218.1
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,41005.1
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,41341.9
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,41220.6
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,41866.9
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,42657.8
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,43376.1
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,44119
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,43299.2
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,43232.2
JPN,Japan,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,39606.6
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,106328.1
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,107535.8
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,106311.1
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,106251.5
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,106115.8
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,105515.6
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,107279.1
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,107177.4
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,107129.7
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,105135.6
LUX,Luxembourg,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,97482.8
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,20242.8
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,20572.2
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,20675.9
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,20731.3
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,20700.6
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,20711.3
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,20737.2
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,20697.4
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,20597.9
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,20391
MEX,Mexico,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,16788.8
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,38963.5
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,38967.6
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,39170.4
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,39199
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,39366.6
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,39421.2
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,39355.1
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,39464.7
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,39389.4
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,38644.7
NZL,New Zealand,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,34817.3
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,64302.4
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,66113.6
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,67539.6
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,69213.5
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,68597
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,67578.7
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,66777.7
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,66136.2
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,67570.1
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,66192.8
NOR,Norway,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,60567
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,19030.8
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,19232.4
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,19172.7
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,19166.8
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,19072.7
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,19063.1
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,18986.5
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,18899
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,18745.8
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,18484.9
MEX,Mexico,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,15297.7
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,56438.5
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,56795.4
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,57542.4
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,57767.3
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,58246.4
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,58774.2
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,59418.4
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,59749.7
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,60137.4
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,59410.8
NLD,Netherlands,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,53978.3
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,61546.8
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,61725.8
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,61797
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,62108.8
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,62153.9
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,62115.7
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,62148.2
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,62022.3
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,62831.4
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,61673.2
NOR,Norway,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,58473.6
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,30372
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,30692.1
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,31204.3
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,31688.1
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,32171.8
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,32952.2
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,33572.3
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,34215.8
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,34469.7
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,34491
POL,Poland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,31275.6
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,31865.4
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,32110.8
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,32455.3
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,32747.6
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,32885.2
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,33078.2
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,33183.4
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,33296.7
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,33480.9
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,31769.1
SVK,Slovak Republic,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,29122.6
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,114444.7
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,116488.8
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,115971.9
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,116321.7
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,117542.4
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,117894
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,121330
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,121911.8
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,122562.4
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,120798.1
LUX,Luxembourg,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,110638
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,52823.4
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,53009.4
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,53280
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,53292.5
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,53403.9
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,53624.9
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,53745.2
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,53798.8
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,53921.6
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,53057.8
NLD,Netherlands,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,48503.3
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,41778.8
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,41871.9
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,42347.3
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,42503.2
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,42886.4
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,43133.6
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,43390.6
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,43703.9
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,43807.6
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,43168.6
NZL,New Zealand,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,38691.4
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,31864.4
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,32130.6
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,32405.8
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,32574.8
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,32707.5
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,32925.4
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,33103.2
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,33227.6
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,33433.5
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,32057
PRT,Portugal,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,27587.4
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,31546.9
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,31844.7
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,32385.1
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,32803.5
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,33136.4
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,33540.5
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,33937.3
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,34227.9
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,34582.2
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,33050.6
SVK,Slovak Republic,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,30084.8
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,53247.6
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,53250.9
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,53755.5
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,53554.1
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,54525.5
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,55144.4
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,55719.1
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,56169.5
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,56451
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,56709.2
SWE,Sweden,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,51738.6
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,58928.3
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,59411.3
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,59739.4
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,59968
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,60085
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,60461.4
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,60621.4
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,60922.1
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,61194.4
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,60358.8
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,54873.5
USA,United States,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q3,USD,58853.7
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,35027.8
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,35079.8
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,35509.6
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,35889.9
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,36174.1
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,36409.8
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,36317.1
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,36550.8
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,36645.2
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,34884.4
