LOCATION,Country,Measure,Frequency,TIME,Unit Code,Value
DEU,Germany,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,56629.1
DEU,Germany,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,56839.6
DEU,Germany,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,55958.9
DEU,Germany,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,49957.8
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,40103.9
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,40157.3
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,40456.5
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,40722
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,41106.2
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,41569.9
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,42085
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,42372.4
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,42655.6
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,40539.8
ESP,Spain,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,33105.9
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,22973.3
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,23180.5
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,23328
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,23214.9
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,23344.9
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,23289.6
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,23423.9
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,23521
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,22466.6
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,22910.5
CHL,Chile,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,19792.9
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,29257.6
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,29801.9
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,30134.8
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,30515.8
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,30838.3
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,31345.1
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,31587.8
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,31892.5
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,32093.7
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,31976.6
HUN,Hungary,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,27311.2
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,37036.8
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,37283.8
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,37244.1
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,37326.5
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,37403.8
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,37736.6
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,37638.2
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,37827.7
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,38065.9
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,37237
ISR,Israel,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,34073.9
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,45432.6
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,45482
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,45413.4
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,45497.1
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,45656.1
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,45821.6
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,46223.3
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,46102.3
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,45803.5
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,45146.6
FIN,Finland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,43163.7
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,38458
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,38484.1
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,38541.1
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,38524.1
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,38591
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,38667.6
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,38773.6
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,38802.6
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,38726.5
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,36636.2
ITA,Italy,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,31929
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,32506
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,32749.3
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,33119
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,33362.9
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,33764.7
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,34315.9
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,34567.6
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,35039.6
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,35003
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,34171.7
EST,Estonia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,32231.3
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,39365.5
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,39745.6
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,40026.8
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,40433.7
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,40911.3
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,41634.7
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,41857.5
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,42363.8
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,42849.1
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,42113.2
ISR,Israel,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,38380.4
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,27666.9
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,27846.5
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,27795.1
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,28043.7
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,28183.7
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,28368.7
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,28621
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,28691.8
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,28444.4
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,28260.7
GRC,Greece,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,24302.6
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,30572
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,31229.9
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,31809.9
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,32366.9
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,32944.6
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,33714.9
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,34299.9
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,34823.3
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,35215.5
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,35237.3
HUN,Hungary,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,29971.6
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,78740.1
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,80452
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,80308.8
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,81460.9
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,81584.5
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,82141.1
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,83406.4
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,85885.6
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,86766.4
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,84751.5
IRL,Ireland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,79403.1
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,42334.9
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,42470.4
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,42816.8
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,42984.5
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,43337.5
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,43658.8
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,44179.7
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,44442.9
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,44558.9
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,42314.6
ITA,Italy,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,36603.3
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,43558.5
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,43523.5
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,43624.9
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,43819.8
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,43827.7
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,44003.2
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,43930.1
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,44013.3
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,44019.9
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,42851.2
GBR,United Kingdom,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,34315.5
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,48466.3
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,48762.8
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,49134.8
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,49519.3
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,50091.7
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,50636.6
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,51591.7
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,51756.9
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,51674.1
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,51146.4
FIN,Finland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,48644.3
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,29551
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,29886.8
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,30059.7
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,30405.5
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,30668.4
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,30903.4
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,31360.4
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,31542.9
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,31381.6
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,31316.7
GRC,Greece,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,26790.9
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,82870
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,84498.5
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,84638.7
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,85953.2
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,86527.2
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,87408.9
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,89379.7
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,92281.8
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,93733.9
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,92062
IRL,Ireland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,85795.5
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,46323.1
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,46303.4
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,46678
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,47092.3
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,47458.4
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,48068.4
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,48505.5
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,48920.4
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,49180
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,48141.1
GBR,United Kingdom,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,38560.8
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,34792.4
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,35274.5
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,36025.1
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,36506.8
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,37222.1
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,38061.6
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,38706.1
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,39438.3
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,39573.4
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,38803.8
EST,Estonia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,36436.1
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,41974.8
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,41823.3
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,41965.2
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,41656.1
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,41934.1
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,42250.3
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,42419.7
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,42809.5
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,41766.4
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,41532.6
JPN,Japan,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,38243.4
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,29273.7
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,29689.2
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,30089.5
POL,Poland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,30471.8
